2.970000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000
2.980000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
2.990000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.000000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.000000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.030000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.040000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.050000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.060000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.070000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.080000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.100000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.110000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.120000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.130000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.150000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.160000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.170000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.180000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.180000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.210000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.220000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.230000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.240000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.250000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.270000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.280000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.290000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.300000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.300000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.330000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.340000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.350000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.360000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.360000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.390000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.400000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.410000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.410000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.440000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.450000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.460000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.470000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.480000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.500000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.510000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.520000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.530000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.540000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.560000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.570000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.580000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.590000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.600000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
3.620000; 0.000000; 0.000000; 0.000000; 0.000000; -0.000000; 0.000000
